sample index,audio_file_name,image_file_name,Layer number,class_name
43,sample_1_43.wav,sample_1_43.jpg,1,Defect-free
44,sample_1_44.wav,sample_1_44.jpg,1,Defect-free
45,sample_1_45.wav,sample_1_45.jpg,1,Defect-free
46,sample_1_46.wav,sample_1_46.jpg,1,Defect-free
47,sample_1_47.wav,sample_1_47.jpg,1,Defect-free
48,sample_1_48.wav,sample_1_48.jpg,1,Defect-free
49,sample_1_49.wav,sample_1_49.jpg,1,Defect-free
50,sample_1_50.wav,sample_1_50.jpg,1,Defect-free
51,sample_1_51.wav,sample_1_51.jpg,1,Defect-free
52,sample_1_52.wav,sample_1_52.jpg,1,Defect-free
53,sample_1_53.wav,sample_1_53.jpg,1,Defect-free
54,sample_1_54.wav,sample_1_54.jpg,1,Defect-free
55,sample_1_55.wav,sample_1_55.jpg,1,Defect-free
56,sample_1_56.wav,sample_1_56.jpg,1,Defect-free
57,sample_1_57.wav,sample_1_57.jpg,1,Defect-free
58,sample_1_58.wav,sample_1_58.jpg,1,Defect-free
59,sample_1_59.wav,sample_1_59.jpg,1,Defect-free
60,sample_1_60.wav,sample_1_60.jpg,1,Defect-free
61,sample_1_61.wav,sample_1_61.jpg,1,Defect-free
62,sample_1_62.wav,sample_1_62.jpg,1,Defect-free
63,sample_1_63.wav,sample_1_63.jpg,1,Defect-free
64,sample_1_64.wav,sample_1_64.jpg,1,Defect-free
65,sample_1_65.wav,sample_1_65.jpg,1,Defect-free
66,sample_1_66.wav,sample_1_66.jpg,1,Defect-free
67,sample_1_67.wav,sample_1_67.jpg,1,Defect-free
68,sample_1_68.wav,sample_1_68.jpg,1,Defect-free
69,sample_1_69.wav,sample_1_69.jpg,1,Defect-free
70,sample_1_70.wav,sample_1_70.jpg,1,Defect-free
71,sample_1_71.wav,sample_1_71.jpg,1,Defect-free
72,sample_1_72.wav,sample_1_72.jpg,1,Defect-free
73,sample_1_73.wav,sample_1_73.jpg,1,Defect-free
74,sample_1_74.wav,sample_1_74.jpg,1,Defect-free
75,sample_1_75.wav,sample_1_75.jpg,1,Defect-free
76,sample_1_76.wav,sample_1_76.jpg,1,Defect-free
77,sample_1_77.wav,sample_1_77.jpg,1,Defect-free
78,sample_1_78.wav,sample_1_78.jpg,1,Defect-free
79,sample_1_79.wav,sample_1_79.jpg,1,Defect-free
80,sample_1_80.wav,sample_1_80.jpg,1,Defect-free
81,sample_1_81.wav,sample_1_81.jpg,1,Defect-free
82,sample_1_82.wav,sample_1_82.jpg,1,Defect-free
83,sample_1_83.wav,sample_1_83.jpg,1,Defect-free
84,sample_1_84.wav,sample_1_84.jpg,1,Defect-free
85,sample_1_85.wav,sample_1_85.jpg,1,Defect-free
86,sample_1_86.wav,sample_1_86.jpg,1,Defect-free
87,sample_1_87.wav,sample_1_87.jpg,1,Defect-free
88,sample_1_88.wav,sample_1_88.jpg,,Laser-off
89,sample_1_89.wav,sample_1_89.jpg,,Laser-off
90,sample_1_90.wav,sample_1_90.jpg,,Laser-off
91,sample_1_91.wav,sample_1_91.jpg,,Laser-off
92,sample_1_92.wav,sample_1_92.jpg,,Laser-off
93,sample_1_93.wav,sample_1_93.jpg,,Laser-off
94,sample_1_94.wav,sample_1_94.jpg,2,Defect-free
95,sample_1_95.wav,sample_1_95.jpg,2,Defect-free
96,sample_1_96.wav,sample_1_96.jpg,2,Defect-free
97,sample_1_97.wav,sample_1_97.jpg,2,Defect-free
98,sample_1_98.wav,sample_1_98.jpg,2,Defect-free
99,sample_1_99.wav,sample_1_99.jpg,2,Defect-free
100,sample_1_100.wav,sample_1_100.jpg,2,Defect-free
101,sample_1_101.wav,sample_1_101.jpg,2,Defect-free
102,sample_1_102.wav,sample_1_102.jpg,2,Defect-free
103,sample_1_103.wav,sample_1_103.jpg,2,Defect-free
104,sample_1_104.wav,sample_1_104.jpg,2,Defect-free
105,sample_1_105.wav,sample_1_105.jpg,2,Defect-free
106,sample_1_106.wav,sample_1_106.jpg,2,Defect-free
107,sample_1_107.wav,sample_1_107.jpg,2,Defect-free
108,sample_1_108.wav,sample_1_108.jpg,2,Defect-free
109,sample_1_109.wav,sample_1_109.jpg,2,Defect-free
110,sample_1_110.wav,sample_1_110.jpg,2,Defect-free
111,sample_1_111.wav,sample_1_111.jpg,2,Defect-free
112,sample_1_112.wav,sample_1_112.jpg,2,Defect-free
113,sample_1_113.wav,sample_1_113.jpg,2,Defect-free
114,sample_1_114.wav,sample_1_114.jpg,2,Defect-free
115,sample_1_115.wav,sample_1_115.jpg,2,Defect-free
116,sample_1_116.wav,sample_1_116.jpg,2,Defect-free
117,sample_1_117.wav,sample_1_117.jpg,2,Defect-free
118,sample_1_118.wav,sample_1_118.jpg,2,Defect-free
119,sample_1_119.wav,sample_1_119.jpg,2,Defect-free
120,sample_1_120.wav,sample_1_120.jpg,2,Defect-free
121,sample_1_121.wav,sample_1_121.jpg,2,Defect-free
122,sample_1_122.wav,sample_1_122.jpg,2,Defect-free
123,sample_1_123.wav,sample_1_123.jpg,2,Defect-free
124,sample_1_124.wav,sample_1_124.jpg,2,Defect-free
125,sample_1_125.wav,sample_1_125.jpg,2,Defect-free
126,sample_1_126.wav,sample_1_126.jpg,2,Defect-free
127,sample_1_127.wav,sample_1_127.jpg,2,Defect-free
128,sample_1_128.wav,sample_1_128.jpg,2,Defect-free
129,sample_1_129.wav,sample_1_129.jpg,2,Defect-free
130,sample_1_130.wav,sample_1_130.jpg,2,Defect-free
131,sample_1_131.wav,sample_1_131.jpg,2,Defect-free
132,sample_1_132.wav,sample_1_132.jpg,2,Defect-free
133,sample_1_133.wav,sample_1_133.jpg,2,Defect-free
134,sample_1_134.wav,sample_1_134.jpg,2,Defect-free
135,sample_1_135.wav,sample_1_135.jpg,2,Defect-free
136,sample_1_136.wav,sample_1_136.jpg,2,Defect-free
137,sample_1_137.wav,sample_1_137.jpg,2,Defect-free
138,sample_1_138.wav,sample_1_138.jpg,2,Defect-free
139,sample_1_139.wav,sample_1_139.jpg,2,Defect-free
140,sample_1_140.wav,sample_1_140.jpg,2,Defect-free
141,sample_1_141.wav,sample_1_141.jpg,2,Defect-free
142,sample_1_142.wav,sample_1_142.jpg,2,Defect-free
143,sample_1_143.wav,sample_1_143.jpg,2,Defect-free
144,sample_1_144.wav,sample_1_144.jpg,2,Defect-free
145,sample_1_145.wav,sample_1_145.jpg,2,Defect-free
146,sample_1_146.wav,sample_1_146.jpg,2,Defect-free
147,sample_1_147.wav,sample_1_147.jpg,2,Defect-free
148,sample_1_148.wav,sample_1_148.jpg,2,Defect-free
149,sample_1_149.wav,sample_1_149.jpg,2,Defect-free
150,sample_1_150.wav,sample_1_150.jpg,2,Defect-free
151,sample_1_151.wav,sample_1_151.jpg,2,Defect-free
152,sample_1_152.wav,sample_1_152.jpg,2,Defect-free
153,sample_1_153.wav,sample_1_153.jpg,2,Defect-free
154,sample_1_154.wav,sample_1_154.jpg,2,Defect-free
155,sample_1_155.wav,sample_1_155.jpg,2,Defect-free
156,sample_1_156.wav,sample_1_156.jpg,2,Defect-free
157,sample_1_157.wav,sample_1_157.jpg,2,Defect-free
158,sample_1_158.wav,sample_1_158.jpg,2,Defect-free
159,sample_1_159.wav,sample_1_159.jpg,2,Defect-free
160,sample_1_160.wav,sample_1_160.jpg,2,Defect-free
161,sample_1_161.wav,sample_1_161.jpg,2,Defect-free
162,sample_1_162.wav,sample_1_162.jpg,2,Defect-free
163,sample_1_163.wav,sample_1_163.jpg,2,Defect-free
164,sample_1_164.wav,sample_1_164.jpg,2,Defect-free
165,sample_1_165.wav,sample_1_165.jpg,2,Defect-free
166,sample_1_166.wav,sample_1_166.jpg,2,Defect-free
167,sample_1_167.wav,sample_1_167.jpg,2,Defect-free
168,sample_1_168.wav,sample_1_168.jpg,2,Defect-free
169,sample_1_169.wav,sample_1_169.jpg,2,Defect-free
170,sample_1_170.wav,sample_1_170.jpg,2,Defect-free
171,sample_1_171.wav,sample_1_171.jpg,2,Defect-free
172,sample_1_172.wav,sample_1_172.jpg,2,Defect-free
173,sample_1_173.wav,sample_1_173.jpg,2,Defect-free
174,sample_1_174.wav,sample_1_174.jpg,2,Defect-free
175,sample_1_175.wav,sample_1_175.jpg,2,Defect-free
176,sample_1_176.wav,sample_1_176.jpg,2,Defect-free
177,sample_1_177.wav,sample_1_177.jpg,2,Defect-free
178,sample_1_178.wav,sample_1_178.jpg,2,Defect-free
179,sample_1_179.wav,sample_1_179.jpg,2,Defect-free
180,sample_1_180.wav,sample_1_180.jpg,,Laser-off
181,sample_1_181.wav,sample_1_181.jpg,,Laser-off
182,sample_1_182.wav,sample_1_182.jpg,,Laser-off
183,sample_1_183.wav,sample_1_183.jpg,,Laser-off
184,sample_1_184.wav,sample_1_184.jpg,,Laser-off
185,sample_1_185.wav,sample_1_185.jpg,,Laser-off
186,sample_1_186.wav,sample_1_186.jpg,3,Defect-free
187,sample_1_187.wav,sample_1_187.jpg,3,Defect-free
188,sample_1_188.wav,sample_1_188.jpg,3,Defect-free
189,sample_1_189.wav,sample_1_189.jpg,3,Defect-free
190,sample_1_190.wav,sample_1_190.jpg,3,Defect-free
191,sample_1_191.wav,sample_1_191.jpg,3,Defect-free
192,sample_1_192.wav,sample_1_192.jpg,3,Defect-free
193,sample_1_193.wav,sample_1_193.jpg,3,Defect-free
194,sample_1_194.wav,sample_1_194.jpg,3,Defect-free
195,sample_1_195.wav,sample_1_195.jpg,3,Defect-free
196,sample_1_196.wav,sample_1_196.jpg,3,Defect-free
197,sample_1_197.wav,sample_1_197.jpg,3,Defect-free
198,sample_1_198.wav,sample_1_198.jpg,3,Defect-free
199,sample_1_199.wav,sample_1_199.jpg,3,Defect-free
200,sample_1_200.wav,sample_1_200.jpg,3,Defect-free
201,sample_1_201.wav,sample_1_201.jpg,3,Defect-free
202,sample_1_202.wav,sample_1_202.jpg,3,Defect-free
203,sample_1_203.wav,sample_1_203.jpg,3,Defect-free
204,sample_1_204.wav,sample_1_204.jpg,3,Defect-free
205,sample_1_205.wav,sample_1_205.jpg,3,Defect-free
206,sample_1_206.wav,sample_1_206.jpg,3,Defect-free
207,sample_1_207.wav,sample_1_207.jpg,3,Defect-free
208,sample_1_208.wav,sample_1_208.jpg,3,Defect-free
209,sample_1_209.wav,sample_1_209.jpg,3,Defect-free
210,sample_1_210.wav,sample_1_210.jpg,3,Defect-free
211,sample_1_211.wav,sample_1_211.jpg,3,Defect-free
212,sample_1_212.wav,sample_1_212.jpg,3,Defect-free
213,sample_1_213.wav,sample_1_213.jpg,3,Defect-free
214,sample_1_214.wav,sample_1_214.jpg,3,Defect-free
215,sample_1_215.wav,sample_1_215.jpg,3,Defect-free
216,sample_1_216.wav,sample_1_216.jpg,3,Defect-free
217,sample_1_217.wav,sample_1_217.jpg,3,Defect-free
218,sample_1_218.wav,sample_1_218.jpg,3,Defect-free
219,sample_1_219.wav,sample_1_219.jpg,3,Defect-free
220,sample_1_220.wav,sample_1_220.jpg,3,Defect-free
221,sample_1_221.wav,sample_1_221.jpg,3,Defect-free
222,sample_1_222.wav,sample_1_222.jpg,3,Defect-free
223,sample_1_223.wav,sample_1_223.jpg,3,Defect-free
224,sample_1_224.wav,sample_1_224.jpg,3,Defect-free
225,sample_1_225.wav,sample_1_225.jpg,3,Defect-free
226,sample_1_226.wav,sample_1_226.jpg,3,Defect-free
227,sample_1_227.wav,sample_1_227.jpg,3,Defect-free
228,sample_1_228.wav,sample_1_228.jpg,3,Defective
229,sample_1_229.wav,sample_1_229.jpg,3,Defective
230,sample_1_230.wav,sample_1_230.jpg,3,Defective
231,sample_1_231.wav,sample_1_231.jpg,3,Defective
232,sample_1_232.wav,sample_1_232.jpg,3,Defective
233,sample_1_233.wav,sample_1_233.jpg,3,Defective
234,sample_1_234.wav,sample_1_234.jpg,3,Defect-free
235,sample_1_235.wav,sample_1_235.jpg,3,Defect-free
236,sample_1_236.wav,sample_1_236.jpg,3,Defect-free
237,sample_1_237.wav,sample_1_237.jpg,3,Defect-free
238,sample_1_238.wav,sample_1_238.jpg,3,Defect-free
239,sample_1_239.wav,sample_1_239.jpg,3,Defect-free
240,sample_1_240.wav,sample_1_240.jpg,3,Defect-free
241,sample_1_241.wav,sample_1_241.jpg,3,Defect-free
242,sample_1_242.wav,sample_1_242.jpg,3,Defect-free
243,sample_1_243.wav,sample_1_243.jpg,3,Defect-free
244,sample_1_244.wav,sample_1_244.jpg,3,Defect-free
245,sample_1_245.wav,sample_1_245.jpg,3,Defect-free
246,sample_1_246.wav,sample_1_246.jpg,3,Defect-free
247,sample_1_247.wav,sample_1_247.jpg,3,Defect-free
248,sample_1_248.wav,sample_1_248.jpg,3,Defect-free
249,sample_1_249.wav,sample_1_249.jpg,3,Defect-free
250,sample_1_250.wav,sample_1_250.jpg,3,Defect-free
251,sample_1_251.wav,sample_1_251.jpg,3,Defect-free
252,sample_1_252.wav,sample_1_252.jpg,3,Defect-free
253,sample_1_253.wav,sample_1_253.jpg,3,Defect-free
254,sample_1_254.wav,sample_1_254.jpg,3,Defect-free
255,sample_1_255.wav,sample_1_255.jpg,3,Defect-free
256,sample_1_256.wav,sample_1_256.jpg,3,Defect-free
257,sample_1_257.wav,sample_1_257.jpg,3,Defect-free
258,sample_1_258.wav,sample_1_258.jpg,3,Defect-free
259,sample_1_259.wav,sample_1_259.jpg,3,Defect-free
260,sample_1_260.wav,sample_1_260.jpg,3,Defect-free
261,sample_1_261.wav,sample_1_261.jpg,3,Defect-free
262,sample_1_262.wav,sample_1_262.jpg,3,Defect-free
263,sample_1_263.wav,sample_1_263.jpg,3,Defect-free
264,sample_1_264.wav,sample_1_264.jpg,3,Defect-free
265,sample_1_265.wav,sample_1_265.jpg,3,Defect-free
266,sample_1_266.wav,sample_1_266.jpg,3,Defect-free
267,sample_1_267.wav,sample_1_267.jpg,3,Defect-free
268,sample_1_268.wav,sample_1_268.jpg,3,Defect-free
269,sample_1_269.wav,sample_1_269.jpg,3,Defect-free
270,sample_1_270.wav,sample_1_270.jpg,3,Defect-free
271,sample_1_271.wav,sample_1_271.jpg,3,Defect-free
272,sample_1_272.wav,sample_1_272.jpg,3,Defect-free
273,sample_1_273.wav,sample_1_273.jpg,3,Defective
274,sample_1_274.wav,sample_1_274.jpg,,Laser-off
275,sample_1_275.wav,sample_1_275.jpg,,Laser-off
276,sample_1_276.wav,sample_1_276.jpg,,Laser-off
277,sample_1_277.wav,sample_1_277.jpg,,Laser-off
278,sample_1_278.wav,sample_1_278.jpg,,Laser-off
279,sample_1_279.wav,sample_1_279.jpg,4,Defect-free
280,sample_1_280.wav,sample_1_280.jpg,4,Defective
281,sample_1_281.wav,sample_1_281.jpg,4,Defective
282,sample_1_282.wav,sample_1_282.jpg,4,Defective
283,sample_1_283.wav,sample_1_283.jpg,4,Defective
284,sample_1_284.wav,sample_1_284.jpg,4,Defective
285,sample_1_285.wav,sample_1_285.jpg,4,Defect-free
286,sample_1_286.wav,sample_1_286.jpg,4,Defect-free
287,sample_1_287.wav,sample_1_287.jpg,4,Defect-free
288,sample_1_288.wav,sample_1_288.jpg,4,Defect-free
289,sample_1_289.wav,sample_1_289.jpg,4,Defect-free
290,sample_1_290.wav,sample_1_290.jpg,4,Defect-free
291,sample_1_291.wav,sample_1_291.jpg,4,Defect-free
292,sample_1_292.wav,sample_1_292.jpg,4,Defect-free
293,sample_1_293.wav,sample_1_293.jpg,4,Defect-free
294,sample_1_294.wav,sample_1_294.jpg,4,Defect-free
295,sample_1_295.wav,sample_1_295.jpg,4,Defect-free
296,sample_1_296.wav,sample_1_296.jpg,4,Defect-free
297,sample_1_297.wav,sample_1_297.jpg,4,Defect-free
298,sample_1_298.wav,sample_1_298.jpg,4,Defect-free
299,sample_1_299.wav,sample_1_299.jpg,4,Defect-free
300,sample_1_300.wav,sample_1_300.jpg,4,Defect-free
301,sample_1_301.wav,sample_1_301.jpg,4,Defect-free
302,sample_1_302.wav,sample_1_302.jpg,4,Defect-free
303,sample_1_303.wav,sample_1_303.jpg,4,Defect-free
304,sample_1_304.wav,sample_1_304.jpg,4,Defect-free
305,sample_1_305.wav,sample_1_305.jpg,4,Defect-free
306,sample_1_306.wav,sample_1_306.jpg,4,Defect-free
307,sample_1_307.wav,sample_1_307.jpg,4,Defect-free
308,sample_1_308.wav,sample_1_308.jpg,4,Defect-free
309,sample_1_309.wav,sample_1_309.jpg,4,Defect-free
310,sample_1_310.wav,sample_1_310.jpg,4,Defect-free
311,sample_1_311.wav,sample_1_311.jpg,4,Defect-free
312,sample_1_312.wav,sample_1_312.jpg,4,Defect-free
313,sample_1_313.wav,sample_1_313.jpg,4,Defect-free
314,sample_1_314.wav,sample_1_314.jpg,4,Defect-free
315,sample_1_315.wav,sample_1_315.jpg,4,Defect-free
316,sample_1_316.wav,sample_1_316.jpg,4,Defect-free
317,sample_1_317.wav,sample_1_317.jpg,4,Defect-free
318,sample_1_318.wav,sample_1_318.jpg,4,Defect-free
319,sample_1_319.wav,sample_1_319.jpg,4,Defect-free
320,sample_1_320.wav,sample_1_320.jpg,4,Defect-free
321,sample_1_321.wav,sample_1_321.jpg,4,Defect-free
322,sample_1_322.wav,sample_1_322.jpg,4,Defect-free
323,sample_1_323.wav,sample_1_323.jpg,4,Defect-free
324,sample_1_324.wav,sample_1_324.jpg,4,Defect-free
325,sample_1_325.wav,sample_1_325.jpg,4,Defect-free
326,sample_1_326.wav,sample_1_326.jpg,4,Defect-free
327,sample_1_327.wav,sample_1_327.jpg,4,Defective
328,sample_1_328.wav,sample_1_328.jpg,4,Defective
329,sample_1_329.wav,sample_1_329.jpg,4,Defective
330,sample_1_330.wav,sample_1_330.jpg,4,Defect-free
331,sample_1_331.wav,sample_1_331.jpg,4,Defect-free
332,sample_1_332.wav,sample_1_332.jpg,4,Defect-free
333,sample_1_333.wav,sample_1_333.jpg,4,Defect-free
334,sample_1_334.wav,sample_1_334.jpg,4,Defect-free
335,sample_1_335.wav,sample_1_335.jpg,4,Defect-free
336,sample_1_336.wav,sample_1_336.jpg,4,Defect-free
337,sample_1_337.wav,sample_1_337.jpg,4,Defect-free
338,sample_1_338.wav,sample_1_338.jpg,4,Defect-free
339,sample_1_339.wav,sample_1_339.jpg,4,Defect-free
340,sample_1_340.wav,sample_1_340.jpg,4,Defect-free
341,sample_1_341.wav,sample_1_341.jpg,4,Defect-free
342,sample_1_342.wav,sample_1_342.jpg,4,Defect-free
343,sample_1_343.wav,sample_1_343.jpg,4,Defect-free
344,sample_1_344.wav,sample_1_344.jpg,4,Defect-free
345,sample_1_345.wav,sample_1_345.jpg,4,Defect-free
346,sample_1_346.wav,sample_1_346.jpg,4,Defect-free
347,sample_1_347.wav,sample_1_347.jpg,4,Defect-free
348,sample_1_348.wav,sample_1_348.jpg,4,Defect-free
349,sample_1_349.wav,sample_1_349.jpg,4,Defect-free
350,sample_1_350.wav,sample_1_350.jpg,4,Defect-free
351,sample_1_351.wav,sample_1_351.jpg,4,Defect-free
352,sample_1_352.wav,sample_1_352.jpg,4,Defect-free
353,sample_1_353.wav,sample_1_353.jpg,4,Defect-free
354,sample_1_354.wav,sample_1_354.jpg,4,Defect-free
355,sample_1_355.wav,sample_1_355.jpg,4,Defect-free
356,sample_1_356.wav,sample_1_356.jpg,4,Defect-free
357,sample_1_357.wav,sample_1_357.jpg,4,Defect-free
358,sample_1_358.wav,sample_1_358.jpg,4,Defect-free
359,sample_1_359.wav,sample_1_359.jpg,4,Defect-free
360,sample_1_360.wav,sample_1_360.jpg,4,Defect-free
361,sample_1_361.wav,sample_1_361.jpg,4,Defect-free
362,sample_1_362.wav,sample_1_362.jpg,4,Defect-free
363,sample_1_363.wav,sample_1_363.jpg,4,Defect-free
364,sample_1_364.wav,sample_1_364.jpg,4,Defect-free
365,sample_1_365.wav,sample_1_365.jpg,4,Defect-free
366,sample_1_366.wav,sample_1_366.jpg,,Laser-off
367,sample_1_367.wav,sample_1_367.jpg,,Laser-off
368,sample_1_368.wav,sample_1_368.jpg,,Laser-off
369,sample_1_369.wav,sample_1_369.jpg,,Laser-off
370,sample_1_370.wav,sample_1_370.jpg,,Laser-off
371,sample_1_371.wav,sample_1_371.jpg,5,Defect-free
372,sample_1_372.wav,sample_1_372.jpg,5,Defect-free
373,sample_1_373.wav,sample_1_373.jpg,5,Defect-free
374,sample_1_374.wav,sample_1_374.jpg,5,Defect-free
375,sample_1_375.wav,sample_1_375.jpg,5,Defect-free
376,sample_1_376.wav,sample_1_376.jpg,5,Defect-free
377,sample_1_377.wav,sample_1_377.jpg,5,Defect-free
378,sample_1_378.wav,sample_1_378.jpg,5,Defect-free
379,sample_1_379.wav,sample_1_379.jpg,5,Defect-free
380,sample_1_380.wav,sample_1_380.jpg,5,Defect-free
381,sample_1_381.wav,sample_1_381.jpg,5,Defect-free
382,sample_1_382.wav,sample_1_382.jpg,5,Defect-free
383,sample_1_383.wav,sample_1_383.jpg,5,Defect-free
384,sample_1_384.wav,sample_1_384.jpg,5,Defect-free
385,sample_1_385.wav,sample_1_385.jpg,5,Defect-free
386,sample_1_386.wav,sample_1_386.jpg,5,Defect-free
387,sample_1_387.wav,sample_1_387.jpg,5,Defect-free
388,sample_1_388.wav,sample_1_388.jpg,5,Defect-free
389,sample_1_389.wav,sample_1_389.jpg,5,Defect-free
390,sample_1_390.wav,sample_1_390.jpg,5,Defect-free
391,sample_1_391.wav,sample_1_391.jpg,5,Defect-free
392,sample_1_392.wav,sample_1_392.jpg,5,Defect-free
393,sample_1_393.wav,sample_1_393.jpg,5,Defect-free
394,sample_1_394.wav,sample_1_394.jpg,5,Defect-free
395,sample_1_395.wav,sample_1_395.jpg,5,Defect-free
396,sample_1_396.wav,sample_1_396.jpg,5,Defect-free
397,sample_1_397.wav,sample_1_397.jpg,5,Defect-free
398,sample_1_398.wav,sample_1_398.jpg,5,Defect-free
399,sample_1_399.wav,sample_1_399.jpg,5,Defect-free
400,sample_1_400.wav,sample_1_400.jpg,5,Defect-free
401,sample_1_401.wav,sample_1_401.jpg,5,Defect-free
402,sample_1_402.wav,sample_1_402.jpg,5,Defect-free
403,sample_1_403.wav,sample_1_403.jpg,5,Defect-free
404,sample_1_404.wav,sample_1_404.jpg,5,Defect-free
405,sample_1_405.wav,sample_1_405.jpg,5,Defect-free
406,sample_1_406.wav,sample_1_406.jpg,5,Defect-free
407,sample_1_407.wav,sample_1_407.jpg,5,Defect-free
408,sample_1_408.wav,sample_1_408.jpg,5,Defect-free
409,sample_1_409.wav,sample_1_409.jpg,5,Defect-free
410,sample_1_410.wav,sample_1_410.jpg,5,Defect-free
411,sample_1_411.wav,sample_1_411.jpg,5,Defect-free
412,sample_1_412.wav,sample_1_412.jpg,5,Defect-free
413,sample_1_413.wav,sample_1_413.jpg,5,Defect-free
414,sample_1_414.wav,sample_1_414.jpg,5,Defect-free
415,sample_1_415.wav,sample_1_415.jpg,5,Defect-free
416,sample_1_416.wav,sample_1_416.jpg,5,Defect-free
417,sample_1_417.wav,sample_1_417.jpg,5,Defect-free
418,sample_1_418.wav,sample_1_418.jpg,5,Defect-free
419,sample_1_419.wav,sample_1_419.jpg,5,Defect-free
420,sample_1_420.wav,sample_1_420.jpg,5,Defect-free
421,sample_1_421.wav,sample_1_421.jpg,5,Defect-free
422,sample_1_422.wav,sample_1_422.jpg,5,Defect-free
423,sample_1_423.wav,sample_1_423.jpg,5,Defect-free
424,sample_1_424.wav,sample_1_424.jpg,5,Defect-free
425,sample_1_425.wav,sample_1_425.jpg,5,Defect-free
426,sample_1_426.wav,sample_1_426.jpg,5,Defect-free
427,sample_1_427.wav,sample_1_427.jpg,5,Defect-free
428,sample_1_428.wav,sample_1_428.jpg,5,Defect-free
429,sample_1_429.wav,sample_1_429.jpg,5,Defect-free
430,sample_1_430.wav,sample_1_430.jpg,5,Defect-free
431,sample_1_431.wav,sample_1_431.jpg,5,Defect-free
432,sample_1_432.wav,sample_1_432.jpg,5,Defect-free
433,sample_1_433.wav,sample_1_433.jpg,5,Defect-free
434,sample_1_434.wav,sample_1_434.jpg,5,Defect-free
435,sample_1_435.wav,sample_1_435.jpg,5,Defect-free
436,sample_1_436.wav,sample_1_436.jpg,5,Defect-free
437,sample_1_437.wav,sample_1_437.jpg,5,Defect-free
438,sample_1_438.wav,sample_1_438.jpg,5,Defect-free
439,sample_1_439.wav,sample_1_439.jpg,5,Defect-free
440,sample_1_440.wav,sample_1_440.jpg,5,Defect-free
441,sample_1_441.wav,sample_1_441.jpg,5,Defect-free
442,sample_1_442.wav,sample_1_442.jpg,5,Defect-free
443,sample_1_443.wav,sample_1_443.jpg,5,Defect-free
444,sample_1_444.wav,sample_1_444.jpg,5,Defect-free
445,sample_1_445.wav,sample_1_445.jpg,5,Defect-free
446,sample_1_446.wav,sample_1_446.jpg,5,Defect-free
447,sample_1_447.wav,sample_1_447.jpg,5,Defect-free
448,sample_1_448.wav,sample_1_448.jpg,5,Defect-free
449,sample_1_449.wav,sample_1_449.jpg,5,Defect-free
450,sample_1_450.wav,sample_1_450.jpg,5,Defect-free
451,sample_1_451.wav,sample_1_451.jpg,5,Defect-free
